what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334624744500
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334624748640
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334624750453
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334624751500
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334624751500
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1334624752390
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334624752562
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1334624752656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624757546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624765687
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1334624766765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624770609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624771968
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1334624772000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624775921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624775921
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1334624776437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624776828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624778171
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1334624785359
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1334624788515
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1334624788578
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1334624792000
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1334624792218
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1334624792312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624804062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624821093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334624827156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624828531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624828531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624828625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624836156
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1334624837640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334624843140
