what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"en_US",1332808378656
processors,sysinfo,,,"2",1332808378656
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332808378656
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1332808378656
java.specification.name,sysinfo,,,"Java Platform API Specification",1332808378656
java.specification.vendor,sysinfo,,,"Oracle Corporation",1332808378656
java.specification.version,sysinfo,,,"1.7",1332808378656
java.vendor,sysinfo,,,"Oracle Corporation",1332808378656
java.version,sysinfo,,,"1.7.0_02",1332808378656
java.vm.info,sysinfo,,,"mixed mode, sharing",1332808378656
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1332808378656
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332808378656
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1332808378656
java.vm.specification.version,sysinfo,,,"1.7",1332808378656
java.vm.vendor,sysinfo,,,"Oracle Corporation",1332808378656
java.vm.version,sysinfo,,,"22.0-b10",1332808378656
started,bundle,org.eclipse.jst.jee,1.0.401.v201105122000,"org.eclipse.jst.jee",1332808378968
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1332808379031
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1332808379031
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1332808379031
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1332808379046
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1332808379062
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1332808379078
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1332808379109
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1332808379171
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1332808379171
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1332808379187
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1332808379750
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1332808382031
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1332808382062
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.run",1332808382062
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1332808382250
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1332808382406
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332808382906
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332808382921
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1332808384562
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332808387328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808402843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808408250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808419453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808446546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808449765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808449890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808530062
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1332808541625
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332808548390
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1332808555187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808557671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808654468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808661000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808668875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1332808668890
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1332808670875
opened,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1332808671390
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1332808671453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332808706406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808708171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808708187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808708296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808718921
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1332808720250
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.run",1332808721609
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332808722281
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1332808724000
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332808725265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808731937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332808750687
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1332808753031
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1332808753750
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332808755125
