what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1332199356187
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1332199373500
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1332199389406
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1332199420765
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.import,1332199420796
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1332199424296
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1332199425093
started,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1332199430875
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1332199430953
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1332199477546
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1332199479234
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1332199480156
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1332199480171
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1332199480171
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1332199480187
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1332199480281
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1332199480437
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1332199480531
stopped,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1332199480531
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.tasks,1332199480531
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1332199480546
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1332199480546
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1332199480609
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1332199480609
stopped,bundle,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui,1332199480640
